id1,id2,weight
32,0,1
29,0,1
65,0,1
86,0,1
55,0,1
31,0,1
63,0,1
46,0,1
52,0,1
21,0,1
4,0,1
16,0,1
93,32,1
79,32,1
41,32,1
90,32,1
42,32,1
83,32,1
78,32,1
64,32,1
34,29,1
75,29,1
62,29,1
54,29,1
55,29,1
64,29,1
70,29,1
53,29,1
4,65,1
14,65,1
33,65,1
38,65,1
39,65,1
44,65,1
72,65,1
92,65,1
71,65,1
68,65,1
9,86,1
16,86,1
38,86,1
40,86,1
42,86,1
43,86,1
61,86,1
95,86,1
2,55,1
9,55,1
16,55,1
23,55,1
25,55,1
40,55,1
98,55,1
90,55,1
94,55,1
84,55,1
83,55,1
10,31,1
13,31,1
16,31,1
21,31,1
25,31,1
58,31,1
98,31,1
85,31,1
70,31,1
79,31,1
17,63,1
26,63,1
34,63,1
46,63,1
50,63,1
64,63,1
74,63,1
82,63,1
10,46,1
30,46,1
41,46,1
44,46,1
88,46,1
58,46,1
73,46,1
80,46,1
79,46,1
71,46,1
97,46,1
10,52,1
16,52,1
33,52,1
47,52,1
50,52,1
79,52,1
82,52,1
75,52,1
69,52,1
7,21,1
45,21,1
24,21,1
37,21,1
39,21,1
38,21,1
28,21,1
96,21,1
44,4,1
97,4,1
27,4,1
96,4,1
80,4,1
61,4,1
9,16,1
78,16,1
74,16,1
37,16,1
45,16,1
94,16,1
42,16,1
98,1,1
34,1,1
60,1,1
39,1,1
91,1,1
22,1,1
78,1,1
89,1,1
3,98,1
8,98,1
9,98,1
17,98,1
37,98,1
39,98,1
45,98,1
56,98,1
60,98,1
26,34,1
33,34,1
80,34,1
49,34,1
89,34,1
91,34,1
87,34,1
18,60,1
24,60,1
40,60,1
62,60,1
99,60,1
79,60,1
94,60,1
82,60,1
7,39,1
9,39,1
38,39,1
74,39,1
43,39,1
82,39,1
62,39,1
5,91,1
20,91,1
22,91,1
27,91,1
28,91,1
70,91,1
75,91,1
80,91,1
82,91,1
84,91,1
7,22,1
18,22,1
54,22,1
28,22,1
89,22,1
59,22,1
35,78,1
36,78,1
47,78,1
49,78,1
59,78,1
70,78,1
75,78,1
89,78,1
92,78,1
99,78,1
3,89,1
76,89,1
81,89,1
38,2,1
57,2,1
28,2,1
13,2,1
47,2,1
6,38,1
14,38,1
35,38,1
37,38,1
49,38,1
5,57,1
24,57,1
26,57,1
47,57,1
92,57,1
76,57,1
7,28,1
93,28,1
95,28,1
35,28,1
71,28,1
42,28,1
85,28,1
37,28,1
3,13,1
68,13,1
45,13,1
51,13,1
48,13,1
24,13,1
71,13,1
56,13,1
75,13,1
17,47,1
37,47,1
43,47,1
44,47,1
48,47,1
88,47,1
95,3,1
7,3,1
25,3,1
17,3,1
8,3,1
18,3,1
99,3,1
5,95,1
9,95,1
27,95,1
42,95,1
45,95,1
77,95,1
80,95,1
82,95,1
84,95,1
99,7,1
43,7,1
67,7,1
96,7,1
25,7,1
90,7,1
45,7,1
9,25,1
11,25,1
18,25,1
66,25,1
44,25,1
79,25,1
68,25,1
84,25,1
9,17,1
70,17,1
26,17,1
83,17,1
61,17,1
56,17,1
27,17,1
66,17,1
71,8,1
14,8,1
48,8,1
67,8,1
75,8,1
36,8,1
83,8,1
6,18,1
94,18,1
84,18,1
51,18,1
66,99,1
77,99,1
97,99,1
41,44,1
88,44,1
