id1,id2,weight
321,0,1
17,0,1
425,0,1
264,0,1
498,0,1
114,0,1
84,0,1
7,321,1
72,321,1
138,321,1
231,321,1
406,321,1
355,321,1
405,321,1
383,321,1
440,321,1
1,17,1
141,17,1
250,17,1
83,17,1
324,17,1
50,425,1
139,425,1
150,425,1
262,425,1
296,425,1
444,425,1
426,425,1
430,425,1
119,264,1
214,264,1
234,264,1
298,264,1
344,264,1
312,264,1
368,264,1
361,264,1
355,264,1
322,264,1
57,498,1
59,498,1
243,498,1
325,498,1
430,498,1
6,114,1
11,114,1
66,114,1
144,114,1
449,114,1
417,114,1
117,114,1
373,114,1
416,114,1
39,84,1
54,84,1
279,84,1
229,84,1
104,84,1
423,84,1
140,84,1
341,84,1
411,84,1
138,84,1
183,1,1
72,1,1
27,1,1
136,1,1
243,1,1
26,1,1
429,1,1
122,183,1
141,183,1
343,183,1
483,183,1
292,183,1
397,183,1
64,72,1
188,72,1
435,72,1
102,72,1
180,72,1
14,27,1
324,27,1
121,27,1
480,27,1
161,27,1
185,27,1
158,27,1
112,27,1
408,27,1
397,27,1
339,27,1
64,136,1
67,136,1
258,136,1
438,136,1
151,136,1
248,136,1
93,243,1
406,243,1
489,243,1
287,243,1
334,243,1
455,243,1
352,26,1
449,26,1
259,26,1
200,26,1
458,26,1
215,26,1
437,26,1
44,26,1
5,429,1
77,429,1
79,429,1
213,429,1
239,429,1
300,429,1
320,429,1
471,429,1
469,2,1
142,2,1
448,2,1
275,2,1
60,2,1
21,2,1
317,2,1
445,2,1
16,469,1
220,469,1
274,469,1
286,469,1
432,469,1
19,142,1
36,142,1
106,142,1
111,142,1
307,142,1
370,142,1
497,142,1
303,142,1
336,142,1
42,448,1
100,448,1
229,448,1
347,448,1
391,448,1
431,448,1
51,275,1
53,275,1
161,275,1
221,275,1
413,275,1
405,275,1
298,275,1
90,60,1
225,60,1
441,60,1
320,60,1
306,60,1
146,60,1
131,60,1
251,60,1
271,60,1
419,21,1
89,21,1
456,21,1
332,21,1
237,21,1
302,21,1
276,21,1
271,21,1
9,317,1
16,317,1
71,317,1
212,317,1
273,317,1
460,317,1
428,317,1
340,317,1
81,445,1
131,445,1
272,445,1
468,445,1
323,3,1
463,3,1
34,3,1
267,3,1
89,3,1
480,3,1
13,323,1
25,323,1
256,323,1
428,323,1
76,463,1
118,463,1
385,463,1
416,463,1
81,34,1
270,34,1
48,34,1
173,34,1
284,34,1
341,34,1
333,34,1
231,34,1
75,34,1
56,267,1
62,267,1
170,267,1
172,267,1
195,267,1
207,267,1
428,267,1
327,267,1
493,267,1
453,267,1
355,89,1
399,89,1
172,89,1
454,89,1
216,89,1
403,89,1
24,480,1
42,480,1
103,480,1
186,480,1
311,480,1
443,480,1
485,480,1
88,4,1
346,4,1
92,4,1
423,4,1
111,4,1
405,4,1
246,4,1
139,4,1
234,4,1
332,4,1
54,88,1
57,88,1
369,88,1
468,88,1
134,88,1
218,88,1
330,88,1
106,88,1
99,88,1
319,88,1
154,88,1
222,88,1
227,88,1
55,346,1
64,346,1
85,346,1
124,346,1
207,346,1
436,346,1
431,346,1
485,346,1
391,346,1
348,346,1
490,346,1
410,346,1
7,92,1
40,92,1
175,92,1
478,92,1
488,92,1
125,92,1
192,92,1
396,92,1
67,423,1
377,423,1
470,423,1
487,423,1
40,111,1
62,111,1
74,111,1
329,111,1
374,111,1
342,111,1
164,111,1
471,111,1
154,111,1
13,405,1
131,405,1
143,405,1
249,405,1
316,405,1
427,405,1
63,246,1
172,246,1
232,246,1
499,246,1
283,246,1
253,246,1
239,139,1
290,139,1
156,139,1
479,139,1
9,234,1
45,234,1
78,234,1
145,234,1
197,234,1
489,234,1
355,234,1
427,234,1
461,234,1
268,234,1
393,234,1
161,332,1
207,332,1
214,332,1
298,332,1
311,332,1
352,332,1
350,332,1
65,5,1
250,5,1
247,5,1
202,5,1
308,5,1
295,65,1
170,65,1
107,65,1
172,65,1
196,65,1
377,65,1
83,65,1
94,65,1
63,250,1
78,250,1
83,250,1
127,250,1
141,250,1
333,250,1
168,247,1
170,247,1
209,247,1
452,247,1
470,247,1
262,247,1
459,247,1
107,202,1
199,202,1
204,202,1
410,202,1
258,202,1
453,202,1
470,202,1
205,308,1
216,308,1
285,308,1
301,308,1
396,308,1
363,308,1
356,308,1
354,308,1
409,308,1
390,308,1
120,6,1
362,6,1
290,6,1
420,6,1
70,6,1
404,6,1
441,6,1
478,6,1
287,6,1
22,120,1
279,120,1
133,120,1
167,120,1
467,120,1
