id1,id2,weight
226,0,1
491,0,1
485,0,1
198,0,1
48,0,1
255,0,1
6,0,1
65,0,1
128,0,1
430,0,1
43,226,1
83,226,1
86,226,1
110,226,1
115,226,1
151,226,1
157,226,1
209,226,1
237,226,1
440,226,1
381,226,1
330,226,1
353,226,1
303,226,1
21,491,1
24,491,1
44,491,1
54,491,1
56,491,1
63,491,1
153,491,1
169,491,1
172,491,1
307,491,1
313,491,1
314,491,1
338,491,1
459,491,1
463,491,1
469,491,1
475,491,1
54,485,1
71,485,1
81,485,1
89,485,1
93,485,1
110,485,1
114,485,1
116,485,1
124,485,1
139,485,1
174,485,1
186,485,1
240,485,1
268,485,1
314,485,1
335,485,1
350,485,1
398,485,1
13,198,1
16,198,1
47,198,1
67,198,1
88,198,1
97,198,1
148,198,1
152,198,1
439,198,1
477,198,1
495,198,1
346,198,1
253,198,1
419,198,1
203,198,1
4,48,1
11,48,1
144,48,1
154,48,1
342,48,1
60,48,1
296,48,1
178,48,1
183,48,1
263,48,1
190,48,1
374,48,1
437,48,1
78,48,1
369,48,1
191,48,1
248,48,1
499,48,1
386,48,1
26,255,1
27,255,1
40,255,1
58,255,1
82,255,1
90,255,1
208,255,1
348,255,1
392,255,1
487,255,1
402,255,1
339,255,1
436,255,1
414,255,1
440,255,1
63,6,1
291,6,1
334,6,1
257,6,1
253,6,1
173,6,1
497,6,1
293,6,1
394,6,1
399,6,1
52,6,1
231,6,1
74,6,1
379,6,1
221,6,1
10,6,1
299,6,1
331,6,1
480,6,1
151,6,1
369,6,1
115,6,1
212,6,1
471,6,1
11,6,1
250,6,1
21,65,1
23,65,1
332,65,1
372,65,1
313,65,1
339,65,1
215,65,1
492,65,1
315,65,1
310,65,1
396,65,1
414,65,1
297,65,1
472,65,1
141,65,1
340,65,1
22,128,1
41,128,1
57,128,1
67,128,1
92,128,1
97,128,1
107,128,1
280,128,1
252,128,1
348,128,1
381,128,1
446,128,1
270,128,1
445,128,1
240,128,1
153,128,1
70,430,1
90,430,1
169,430,1
181,430,1
214,430,1
222,430,1
238,430,1
242,430,1
285,430,1
289,430,1
294,430,1
316,430,1
320,430,1
384,430,1
427,430,1
475,430,1
467,430,1
456,430,1
2,1,1
493,1,1
334,1,1
330,1,1
403,1,1
483,1,1
316,1,1
354,1,1
454,1,1
87,1,1
396,1,1
173,1,1
188,1,1
225,1,1
127,1,1
407,1,1
332,1,1
452,1,1
222,1,1
158,1,1
341,2,1
324,2,1
322,2,1
55,2,1
236,2,1
329,2,1
33,2,1
112,2,1
385,2,1
398,2,1
41,2,1
247,2,1
270,2,1
164,2,1
412,2,1
33,493,1
72,493,1
144,493,1
157,493,1
167,493,1
169,493,1
175,493,1
203,493,1
223,493,1
229,493,1
244,493,1
290,493,1
319,493,1
320,493,1
325,493,1
340,493,1
437,493,1
25,334,1
61,334,1
120,334,1
124,334,1
139,334,1
140,334,1
196,334,1
218,334,1
228,334,1
235,334,1
243,334,1
245,334,1
246,334,1
248,334,1
254,334,1
273,334,1
321,334,1
350,334,1
483,334,1
371,334,1
479,334,1
402,334,1
444,334,1
409,334,1
379,334,1
35,330,1
68,330,1
70,330,1
105,330,1
115,330,1
126,330,1
131,330,1
205,330,1
215,330,1
245,330,1
260,330,1
278,330,1
296,330,1
303,330,1
328,330,1
416,330,1
365,330,1
335,330,1
342,330,1
403,330,1
18,403,1
35,403,1
52,403,1
63,403,1
78,403,1
152,403,1
192,403,1
209,403,1
251,403,1
347,403,1
351,403,1
487,403,1
474,403,1
453,403,1
29,483,1
32,483,1
47,483,1
58,483,1
121,483,1
129,483,1
137,483,1
158,483,1
159,483,1
168,483,1
200,483,1
221,483,1
267,483,1
276,483,1
292,483,1
311,483,1
369,483,1
453,483,1
482,483,1
16,316,1
29,316,1
44,316,1
108,316,1
141,316,1
167,316,1
186,316,1
267,316,1
292,316,1
399,316,1
461,316,1
367,316,1
434,316,1
477,316,1
478,316,1
43,354,1
56,354,1
83,354,1
138,354,1
166,354,1
175,354,1
223,354,1
268,354,1
471,354,1
376,354,1
478,354,1
383,354,1
57,454,1
83,454,1
88,454,1
92,454,1
193,454,1
194,454,1
258,454,1
271,454,1
301,454,1
351,454,1
352,454,1
378,454,1
394,454,1
411,454,1
487,454,1
478,454,1
21,87,1
33,87,1
83,87,1
120,87,1
180,87,1
278,87,1
461,87,1
442,87,1
210,87,1
341,87,1
271,87,1
308,87,1
287,87,1
141,87,1
299,87,1
200,87,1
15,396,1
25,396,1
35,396,1
54,396,1
95,396,1
96,396,1
182,396,1
194,396,1
195,396,1
300,396,1
304,396,1
351,396,1
379,396,1
399,396,1
471,396,1
411,396,1
442,396,1
31,173,1
56,173,1
125,173,1
147,173,1
224,173,1
340,173,1
443,173,1
404,173,1
245,173,1
391,173,1
349,173,1
269,173,1
292,173,1
214,173,1
405,173,1
348,173,1
337,173,1
388,173,1
13,188,1
51,188,1
101,188,1
133,188,1
167,188,1
176,188,1
488,188,1
409,188,1
288,188,1
231,188,1
302,188,1
436,188,1
468,188,1
276,188,1
202,188,1
318,188,1
440,188,1
269,188,1
33,225,1
38,225,1
57,225,1
58,225,1
72,225,1
82,225,1
90,225,1
165,225,1
181,225,1
219,225,1
450,225,1
283,225,1
441,225,1
346,225,1
361,225,1
387,225,1
250,225,1
392,225,1
327,225,1
417,225,1
54,127,1
84,127,1
239,127,1
153,127,1
484,127,1
199,127,1
452,127,1
315,127,1
425,127,1
211,127,1
223,127,1
368,127,1
444,127,1
404,127,1
52,407,1
76,407,1
133,407,1
144,407,1
181,407,1
200,407,1
244,407,1
254,407,1
260,407,1
287,407,1
326,407,1
339,407,1
388,407,1
426,407,1
492,407,1
7,332,1
14,332,1
84,332,1
94,332,1
106,332,1
135,332,1
136,332,1
187,332,1
199,332,1
201,332,1
207,332,1
218,332,1
308,332,1
399,332,1
365,332,1
20,452,1
113,452,1
133,452,1
162,452,1
168,452,1
179,452,1
196,452,1
216,452,1
274,452,1
306,452,1
311,452,1
352,452,1
360,452,1
382,452,1
421,452,1
482,452,1
27,222,1
97,222,1
147,222,1
148,222,1
214,222,1
496,222,1
305,222,1
419,222,1
254,222,1
287,222,1
350,222,1
224,222,1
338,222,1
472,222,1
274,222,1
345,222,1
284,222,1
9,158,1
16,158,1
20,158,1
117,158,1
133,158,1
203,158,1
413,158,1
386,158,1
434,158,1
280,158,1
242,158,1
384,158,1
473,158,1
329,158,1
461,158,1
30,341,1
130,341,1
193,341,1
209,341,1
214,341,1
259,341,1
285,341,1
297,341,1
299,341,1
416,341,1
347,341,1
490,341,1
434,341,1
395,341,1
22,324,1
36,324,1
43,324,1
77,324,1
84,324,1
90,324,1
136,324,1
152,324,1
189,324,1
197,324,1
219,324,1
260,324,1
262,324,1
463,324,1
439,324,1
459,324,1
375,324,1
31,322,1
35,322,1
79,322,1
98,322,1
179,322,1
199,322,1
246,322,1
247,322,1
266,322,1
296,322,1
402,322,1
458,322,1
482,322,1
348,322,1
386,322,1
413,322,1
465,322,1
19,55,1
366,55,1
310,55,1
243,55,1
120,55,1
250,55,1
180,55,1
118,55,1
172,55,1
391,55,1
388,55,1
66,55,1
453,55,1
268,55,1
5,236,1
178,236,1
205,236,1
210,236,1
215,236,1
217,236,1
220,236,1
284,236,1
431,236,1
484,236,1
294,236,1
307,236,1
432,236,1
27,329,1
31,329,1
102,329,1
138,329,1
151,329,1
164,329,1
207,329,1
245,329,1
257,329,1
274,329,1
283,329,1
325,329,1
446,329,1
5,33,1
209,33,1
278,33,1
317,33,1
301,33,1
415,33,1
157,33,1
482,33,1
479,33,1
438,33,1
117,33,1
462,33,1
314,33,1
19,112,1
69,112,1
276,112,1
406,112,1
163,112,1
358,112,1
425,112,1
353,112,1
182,112,1
151,112,1
328,112,1
422,112,1
152,112,1
397,112,1
303,112,1
412,112,1
20,385,1
37,385,1
58,385,1
110,385,1
136,385,1
191,385,1
211,385,1
230,385,1
264,385,1
304,385,1
312,385,1
318,385,1
331,385,1
336,385,1
409,385,1
429,385,1
497,385,1
406,385,1
7,398,1
42,398,1
44,398,1
113,398,1
126,398,1
203,398,1
216,398,1
304,398,1
340,398,1
346,398,1
356,398,1
361,398,1
364,398,1
374,398,1
449,398,1
428,398,1
479,398,1
445,398,1
24,41,1
75,41,1
103,41,1
151,41,1
269,41,1
464,41,1
279,41,1
317,41,1
100,41,1
253,41,1
489,41,1
496,41,1
395,41,1
53,41,1
318,41,1
458,41,1
49,41,1
268,41,1
427,41,1
25,247,1
30,247,1
36,247,1
82,247,1
95,247,1
119,247,1
135,247,1
180,247,1
242,247,1
424,247,1
462,247,1
275,247,1
323,247,1
248,247,1
479,247,1
442,247,1
335,247,1
478,247,1
81,270,1
134,270,1
138,270,1
160,270,1
201,270,1
203,270,1
232,270,1
455,270,1
369,270,1
423,270,1
356,270,1
405,270,1
295,270,1
287,270,1
271,270,1
460,270,1
391,270,1
487,270,1
18,164,1
34,164,1
52,164,1
71,164,1
92,164,1
106,164,1
228,164,1
342,164,1
370,164,1
498,164,1
431,164,1
235,164,1
475,164,1
218,164,1
233,164,1
328,164,1
438,164,1
306,164,1
405,164,1
453,164,1
22,412,1
24,412,1
68,412,1
84,412,1
91,412,1
109,412,1
161,412,1
181,412,1
192,412,1
216,412,1
217,412,1
285,412,1
308,412,1
328,412,1
345,412,1
392,412,1
451,412,1
57,3,1
320,3,1
233,3,1
95,3,1
210,3,1
250,3,1
484,3,1
90,3,1
177,3,1
115,3,1
204,3,1
215,3,1
411,3,1
473,3,1
64,3,1
497,3,1
448,3,1
378,3,1
152,3,1
187,3,1
285,3,1
17,57,1
432,57,1
232,57,1
290,57,1
458,57,1
98,57,1
82,57,1
157,57,1
237,57,1
499,57,1
272,57,1
151,57,1
179,57,1
230,57,1
258,57,1
24,320,1
54,320,1
80,320,1
93,320,1
157,320,1
178,320,1
195,320,1
210,320,1
218,320,1
258,320,1
301,320,1
303,320,1
319,320,1
339,320,1
355,320,1
389,320,1
397,320,1
30,233,1
88,233,1
162,233,1
187,233,1
197,233,1
220,233,1
230,233,1
481,233,1
424,233,1
277,233,1
390,233,1
392,233,1
256,233,1
271,233,1
14,95,1
32,95,1
64,95,1
295,95,1
391,95,1
108,95,1
117,95,1
175,95,1
275,95,1
377,95,1
448,95,1
187,95,1
185,95,1
155,95,1
119,210,1
167,210,1
196,210,1
393,210,1
356,210,1
256,210,1
291,210,1
321,210,1
462,210,1
404,210,1
413,210,1
62,250,1
82,250,1
169,250,1
184,250,1
187,250,1
191,250,1
231,250,1
370,250,1
360,250,1
309,250,1
429,250,1
299,250,1
22,484,1
37,484,1
130,484,1
160,484,1
167,484,1
182,484,1
252,484,1
272,484,1
288,484,1
300,484,1
321,484,1
326,484,1
343,484,1
364,484,1
379,484,1
394,484,1
436,484,1
21,90,1
24,90,1
40,90,1
193,90,1
261,90,1
312,90,1
185,90,1
496,90,1
92,90,1
240,90,1
153,90,1
143,90,1
220,90,1
364,90,1
91,90,1
213,90,1
134,90,1
9,177,1
24,177,1
25,177,1
100,177,1
136,177,1
146,177,1
152,177,1
159,177,1
392,177,1
359,177,1
197,177,1
439,177,1
315,177,1
479,177,1
413,177,1
189,177,1
356,177,1
15,115,1
22,115,1
75,115,1
96,115,1
102,115,1
114,115,1
383,115,1
298,115,1
453,115,1
294,115,1
487,115,1
378,115,1
489,115,1
477,115,1
414,115,1
70,204,1
157,204,1
178,204,1
299,204,1
421,204,1
367,204,1
306,204,1
420,204,1
446,204,1
374,204,1
439,204,1
207,204,1
363,204,1
15,215,1
27,215,1
89,215,1
118,215,1
121,215,1
212,215,1
457,215,1
415,215,1
347,215,1
336,215,1
258,215,1
242,215,1
19,411,1
23,411,1
34,411,1
73,411,1
178,411,1
211,411,1
213,411,1
258,411,1
279,411,1
283,411,1
314,411,1
331,411,1
377,411,1
458,411,1
461,411,1
71,473,1
81,473,1
83,473,1
94,473,1
98,473,1
108,473,1
141,473,1
143,473,1
160,473,1
187,473,1
228,473,1
268,473,1
282,473,1
310,473,1
338,473,1
345,473,1
437,473,1
438,473,1
14,64,1
38,64,1
444,64,1
159,64,1
109,64,1
308,64,1
317,64,1
106,64,1
415,64,1
167,64,1
93,64,1
257,64,1
296,64,1
149,64,1
472,64,1
306,64,1
394,64,1
5,497,1
31,497,1
53,497,1
72,497,1
142,497,1
144,497,1
171,497,1
174,497,1
216,497,1
282,497,1
319,497,1
348,497,1
425,497,1
429,497,1
435,497,1
443,497,1
457,497,1
465,497,1
471,497,1
5,448,1
8,448,1
