id1,id2,weight
1,0,1
2,0,1
3,0,1
4,0,1
5,0,1
6,0,1
7,0,1
8,0,1
9,0,1
10,0,1
11,1,1
12,1,1
13,1,1
14,1,1
15,1,1
16,1,1
17,1,1
18,1,1
19,1,1
20,1,1
21,2,1
22,2,1
23,2,1
24,2,1
25,2,1
26,2,1
27,2,1
28,2,1
29,2,1
30,2,1
31,3,1
32,3,1
33,3,1
34,3,1
35,3,1
36,3,1
37,3,1
38,3,1
39,3,1
40,3,1
41,4,1
42,4,1
43,4,1
44,4,1
45,4,1
46,4,1
47,4,1
48,4,1
49,4,1
50,4,1
51,5,1
52,5,1
53,5,1
54,5,1
55,5,1
56,5,1
57,5,1
58,5,1
59,5,1
60,5,1
61,6,1
62,6,1
63,6,1
64,6,1
65,6,1
66,6,1
67,6,1
68,6,1
69,6,1
70,6,1
71,7,1
72,7,1
73,7,1
74,7,1
75,7,1
76,7,1
77,7,1
78,7,1
79,7,1
80,7,1
81,8,1
82,8,1
83,8,1
84,8,1
85,8,1
86,8,1
87,8,1
88,8,1
89,8,1
90,8,1
91,9,1
92,9,1
93,9,1
94,9,1
95,9,1
96,9,1
97,9,1
98,9,1
99,9,1
100,9,1
101,10,1
102,10,1
103,10,1
104,10,1
105,10,1
106,10,1
107,10,1
108,10,1
109,10,1
110,10,1
